relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid	resource
GNBR::Md::Gene:Disease	SCF	Gene	ENTREZ:4254	ME/CFS	Disease	MONDO:0005404	Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	CD40L	Gene	ENTREZ:959	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1.	29426834	CustomDB
HSDN::has_symptom:Disease:Phenotype	sleep disturbances	Phenotype	SYMP:0000571	post-COVID-19	Disease	MONDO:0100233	From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms.	34537995	CustomDB
HSDN::has_symptom:Disease:Phenotype	sleep disturbances	Phenotype	SYMP:0000571	chronic fatigue syndrome	Disease	MONDO:0005404	From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms.	34537995	CustomDB
HSDN::has_symptom:Disease:Phenotype	post-exertional malaise	Phenotype	SYMP:0019176	Long COVID	Disease	MONDO:0100233	People with Long COVID experience PEM.	36911963	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	chronic fatigue syndrome	Disease	MONDO:0005404	From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms.	34537995	CustomDB
HSDN::has_symptom:Disease:Phenotype	confusion	Phenotype	SYMP:0000016	long-COVID	Disease	MONDO:0100233	Strikingly, even asymptomatic, and mild diseased patients may evolve with important neurological and psychiatric symptoms, as confusion, memory loss, cognitive decline, chronic fatigue, associated or not with anxiety and depression.	37004544	CustomDB
HSDN::has_symptom:Disease:Phenotype	memory loss	Phenotype	SYMP:0000543	long-COVID	Disease	MONDO:0100233	Strikingly, even asymptomatic, and mild diseased patients may evolve with important neurological and psychiatric symptoms, as confusion, memory loss, cognitive decline, chronic fatigue, associated or not with anxiety and depression.	37004544	CustomDB
HSDN::has_symptom:Disease:Phenotype	sadness	Phenotype	SYMP:0000022	chronic fatigue syndrome	Disease	MONDO:0005404	From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms.	34537995	CustomDB
HSDN::has_symptom:Disease:Phenotype	stress	Phenotype	SYMP:0000412	chronic fatigue syndrome	Disease	MONDO:0005404	From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms.	34537995	CustomDB
HSDN::has_symptom:Disease:Phenotype	chronic fatigue	Phenotype	SYMP:0019177	long-COVID	Disease	MONDO:0100233	Strikingly, even asymptomatic, and mild diseased patients may evolve with important neurological and psychiatric symptoms, as confusion, memory loss, cognitive decline, chronic fatigue, associated or not with anxiety and depression.	37004544	CustomDB
Hetionet::DrD::Disease:Disease	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Postacute sequelae of SARS-CoV-2	Disease	MONDO:0100233	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
HSDN::has_symptom:Disease:Phenotype	postexertional malaise	Phenotype	SYMP:0019176	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
Hetionet::DlA::Disease:Anatomy	autonomic homeostasis	Anatomy	UBERON:0002410	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	The CFS group was considered to be in a state of impaired autonomic homeostasis, with an increased likelihood that overstimulation would induce a pathological vagal reflex and the Reilly phenomenon would develop.	36655156	CustomDB
GNBR::Md::Gene:Disease	leptin	Gene	ENTREZ:3952	ME/CFS	Disease	MONDO:0005404	Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α.	28760971	CustomDB
GNBR::Md::Gene:Disease	IL-1B	Gene	ENTREZ:3553	Long COVID	Disease	MONDO:0100233	Five hub proteins (IL-6, IL-1B, CD8A, TP53, and CXCL8) were collected by the PPI network.	36189286	CustomDB
HSDN::has_symptom:Disease:Phenotype	orthostatic intolerance	Phenotype	MESH:D054971	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	post-COVID-19 condition	Disease	MONDO:0100233	however, individuals with post-COVID-19 reported lower pain and fatigue than FMS and CFS.	36006296	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	Postacute sequelae of SARS-CoV-2	Disease	MONDO:0100233	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
HSDN::has_symptom:Disease:Phenotype	orthostatic intolerance	Phenotype	MESH:D054971	Postacute sequelae of SARS-CoV-2	Disease	MONDO:0100233	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
HSDN::has_symptom:Disease:Phenotype	Fatigue	Phenotype	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	The different contribution of various risk factors to Severe Fatigue and ME/CFS suggests that ME/CFS has a qualitatively different underlying biology from the more common state of Severe Fatigue.	36774379	CustomDB
HSDN::has_symptom:Disease:Phenotype	postexertional malaise	Phenotype	SYMP:0019176	Postacute sequelae of SARS-CoV-2	Disease	MONDO:0100233	Clinical overlap between PASC and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) has been observed, with shared symptoms including intractable fatigue, postexertional malaise, and orthostatic intolerance.	37054777	CustomDB
Hetionet::DrD::Disease:Disease	long-haul COVID-19	Disease	MONDO:0100233	postural tachycardia syndrome (POTS)	Disease	MONDO:0011479	All long-haul COVID-19 patients developed POTS during tilt.	35056336	CustomDB
GNBR::L::Gene:Disease	ME/CFS	Disease	MONDO:0005404	β-adrenergic receptors	Gene	ENTREZ:154	The levels of β-AdR-AAB in post-infectious ME/CFS can be modulated.	37129123	CustomDB
HSDN::has_symptom:Disease:Phenotype	Fatigue	Phenotype	SYMP:0019177	long-COVID	Disease	MONDO:0100233	Fatigue is a prominent symptom in the general population and may follow viral infection, including SARS-CoV2 infection which causes COVID-19. Chronic fatigue lasting more than three months is the major symptom of the post-COVID syndrome (known colloquially as long-COVID).	36995412	CustomDB
HSDN::has_symptom:Disease:Phenotype	pain	Phenotype	SYMP:0000099	Long COVID-19	Disease	MONDO:0100233	"In this hypothesis and theory paper the theoretical model of Fascial Armoring is presented to help explain the pathogenesis and manifestations of ""long COVID-19"" as a disease of immuno-rheumo-psycho-neurology."	37089610	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	Long COVID-19	Disease	MONDO:0100233	"In this hypothesis and theory paper the theoretical model of Fascial Armoring is presented to help explain the pathogenesis and manifestations of ""long COVID-19"" as a disease of immuno-rheumo-psycho-neurology."	37089610	CustomDB
Hetionet::DrD::Disease:Disease	hypocortisolemia	Disease	MONDO:0000004	Long COVID	Disease	MONDO:0100233	It has become clear that Long COVID features may be similar to those described in myalgic encephalomyelitis/chronic fatigue syndrome, post-SARS sickness syndrome, and various chronic stress syndromes which have been linked to hypocortisolemia.	36182048	CustomDB
Hetionet::DrD::Disease:Disease	Long COVID	Disease	MONDO:0100233	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	It has become clear that Long COVID features may be similar to those described in myalgic encephalomyelitis/chronic fatigue syndrome, post-SARS sickness syndrome, and various chronic stress syndromes which have been linked to hypocortisolemia.	36182048	CustomDB
GNBR::J::Gene:Disease	β2AdR	Gene	ENTREZ:154	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome	Disease	MONDO:0005404	Our analysis indeed provides strong arguments in favor of this assumption, and we conclude that the main pathomechanisms responsible for this association are excessive generation and spillover into the systemic circulation of inflammatory and vasoactive tissue mediators, dysfunctional β2AdR, and the mutual triggering of symptomatology and disease initiation.	37241210	CustomDB
Hetionet::DrD::Disease:Disease	endometriosis	Disease	MONDO:0005133	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome	Disease	MONDO:0005404	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) is often associated with various other syndromes or conditions including mast cell activation (MCA), dysmenorrhea and endometriosis, postural tachycardia (POTS) and small fiber neuropathy (SFN).	37241210	CustomDB
HSDN::has_symptom:Disease:Phenotype	depressive	Phenotype	SYMP:0000022	long-COVID	Disease	MONDO:0100233	Despite the limitations of this open-label pilot study, the TMS protocol implemented in this study may have beneficial effects on neuropsychiatric symptoms caused by long-COVID, including depressive symptoms, chronic fatigue, and cognitive impairment.	36610206	CustomDB
HSDN::has_symptom:Disease:Phenotype	chronic fatigue	Phenotype	SYMP:0019177	long-COVID	Disease	MONDO:0100233	Despite the limitations of this open-label pilot study, the TMS protocol implemented in this study may have beneficial effects on neuropsychiatric symptoms caused by long-COVID, including depressive symptoms, chronic fatigue, and cognitive impairment.	36610206	CustomDB
HSDN::has_symptom:Disease:Phenotype	Intermittent fatigue	Phenotype	SYMP:0019177	Long COVID	Disease	MONDO:0100233	"Intermittent fatigue, Post Exertional Malaise (PEM), CNS symptoms with ""brain fog,"" arthralgias, paresthesias, dysautonomia, and GI and ophthalmic problems can consequently arise as result of the elevated peripheral and central cytokines."	37064029	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	ME/CFS	Disease	MONDO:0005404	The most frequent symptoms in ME/CFS patients were general fatigue and post-exertional malaise (89.4% of the patients), headache (34.0%), insomnia (23.4%), dysosmia (21.3%) and dysgeusia (19.1%).	35888568	CustomDB
HSDN::has_symptom:Disease:Phenotype	headache	Phenotype	SYMP:0000504	ME/CFS	Disease	MONDO:0005404	The most frequent symptoms in ME/CFS patients were general fatigue and post-exertional malaise (89.4% of the patients), headache (34.0%), insomnia (23.4%), dysosmia (21.3%) and dysgeusia (19.1%).	35888568	CustomDB
HSDN::has_symptom:Disease:Phenotype	insomnia	Phenotype	SYMP:0000571	ME/CFS	Disease	MONDO:0005404	The most frequent symptoms in ME/CFS patients were general fatigue and post-exertional malaise (89.4% of the patients), headache (34.0%), insomnia (23.4%), dysosmia (21.3%) and dysgeusia (19.1%).	35888568	CustomDB
HSDN::has_symptom:Disease:Phenotype	dysosmia	Phenotype	SYMP:0000551	ME/CFS	Disease	MONDO:0005404	The most frequent symptoms in ME/CFS patients were general fatigue and post-exertional malaise (89.4% of the patients), headache (34.0%), insomnia (23.4%), dysosmia (21.3%) and dysgeusia (19.1%).	35888568	CustomDB
Hetionet::DrD::Disease:Disease	post-SARS sickness syndrome	Disease	MONDO:0100318	Long COVID	Disease	MONDO:0100233	It has become clear that Long COVID features may be similar to those described in myalgic encephalomyelitis/chronic fatigue syndrome, post-SARS sickness syndrome, and various chronic stress syndromes which have been linked to hypocortisolemia.	36182048	CustomDB
Hetionet::DrD::Disease:Disease	mast cell activation	Disease	MONDO:0100004	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome	Disease	MONDO:0005404	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS) is often associated with various other syndromes or conditions including mast cell activation (MCA), dysmenorrhea and endometriosis, postural tachycardia (POTS) and small fiber neuropathy (SFN).	37241210	CustomDB
HSDN::has_symptom:Disease:Phenotype	post-exertional malaise	Phenotype	SYMP:0019176	long COVID	Disease	MONDO:0100233	She then presented with severe fatigue, post-exertional malaise, dyspnea, pain, cognitive dysfunction, tachycardia, and exacerbation of fatigue on physical exertion, which persisted for more than 6 months after her recovery from COVID-19 pneumonia.	36855180	CustomDB
HSDN::has_symptom:Disease:Phenotype	pain	Phenotype	SYMP:0000099	long COVID	Disease	MONDO:0100233	She then presented with severe fatigue, post-exertional malaise, dyspnea, pain, cognitive dysfunction, tachycardia, and exacerbation of fatigue on physical exertion, which persisted for more than 6 months after her recovery from COVID-19 pneumonia.	36855180	CustomDB
